Ano,Estado,Família,Denominação,Quantidade
2010,MARANHÃO,Cédulas - 1a. família,2,24
2010,MARANHÃO,Cédulas - 1a. família,5,209
2010,MARANHÃO,Cédulas - em polímero,10,3
2010,MARANHÃO,Cédulas - 1a. família,10,341
2010,MARANHÃO,Cédulas - 1a. família,20,529
2010,MARANHÃO,Cédulas - 1a. família,50,2.645,00
2010,MARANHÃO,Cédulas - 1a. família,100,1.486,00
2010,MATO GROSSO,Cédulas - 1a. família,2,7
2010,MATO GROSSO,Cédulas - 1a. família,5,116
2010,MATO GROSSO,Cédulas - em polímero,10,4
2010,MATO GROSSO,Cédulas - 1a. família,10,217
2010,MATO GROSSO,Cédulas - 1a. família,20,163
2010,MATO GROSSO,Cédulas - 1a. família,50,4.472,00
2010,MATO GROSSO,Cédulas - 1a. família,100,185
2010,MATO GROSSO DO SUL,Cédulas - 1a. família,2,6
2010,MATO GROSSO DO SUL,Cédulas - 1a. família,5,47
2010,MATO GROSSO DO SUL,Cédulas - em polímero,10,3
2010,MATO GROSSO DO SUL,Cédulas - 1a. família,10,501
2010,MATO GROSSO DO SUL,Cédulas - 1a. família,20,392
2010,MATO GROSSO DO SUL,Cédulas - 1a. família,50,9.142,00
2010,MATO GROSSO DO SUL,Cédulas - 1a. família,100,229
2010,MINAS GERAIS,Cédulas - 1a. família,2,196
2010,MINAS GERAIS,Cédulas - 1a. família,5,1.094,00
2010,MINAS GERAIS,Cédulas - em polímero,10,179
2010,MINAS GERAIS,Cédulas - 1a. família,10,3.699,00
2010,MINAS GERAIS,Cédulas - 1a. família,20,3.792,00
2010,MINAS GERAIS,Cédulas - 1a. família,50,20.046,00
2010,MINAS GERAIS,Cédulas - 1a. família,100,7.241,00
2010,NAO INFORMADO,Cédulas - 1a. família,20,1
2010,NAO INFORMADO,Cédulas - 1a. família,50,11
2010,NAO INFORMADO,Cédulas - 1a. família,100,1
2010,PARÁ,Cédulas - 1a. família,2,17
2010,PARÁ,Cédulas - 1a. família,5,257
2010,PARÁ,Cédulas - em polímero,10,7
2010,PARÁ,Cédulas - 1a. família,10,1.185,00
2010,PARÁ,Cédulas - 1a. família,20,1.039,00
2010,PARÁ,Cédulas - 1a. família,50,2.074,00
2010,PARÁ,Cédulas - 1a. família,100,1.081,00
2010,PARAÍBA,Cédulas - 1a. família,2,14
2010,PARAÍBA,Cédulas - 1a. família,5,51
2010,PARAÍBA,Cédulas - em polímero,10,7
2010,PARAÍBA,Cédulas - 1a. família,10,253
2010,PARAÍBA,Cédulas - 1a. família,20,428
2010,PARAÍBA,Cédulas - 1a. família,50,1.098,00
2010,PARAÍBA,Cédulas - 1a. família,100,363
2010,PARANÁ,Cédulas - 1a. família,1,1
2010,PARANÁ,Cédulas - 1a. família,2,78
2010,PARANÁ,Cédulas - 1a. família,5,425
2010,PARANÁ,Cédulas - em polímero,10,70
2010,PARANÁ,Cédulas - 1a. família,10,2.787,00
2010,PARANÁ,Cédulas - 1a. família,20,1.958,00
2010,PARANÁ,Cédulas - 1a. família,50,11.696,00
2010,PARANÁ,Cédulas - 1a. família,100,8.565,00
2010,PERNAMBUCO,Cédulas - 1a. família,2,48
2010,PERNAMBUCO,Cédulas - 1a. família,5,412
2010,PERNAMBUCO,Cédulas - em polímero,10,129
2010,PERNAMBUCO,Cédulas - 1a. família,10,1.121,00
2010,PERNAMBUCO,Cédulas - 1a. família,20,3.075,00
2010,PERNAMBUCO,Cédulas - 1a. família,50,5.667,00
2010,PERNAMBUCO,Cédulas - 1a. família,100,2.634,00
2010,PIAUÍ,Cédulas - 1a. família,2,3
2010,PIAUÍ,Cédulas - 1a. família,5,37
2010,PIAUÍ,Cédulas - em polímero,10,4
2010,PIAUÍ,Cédulas - 1a. família,10,192
2010,PIAUÍ,Cédulas - 1a. família,20,279
2010,PIAUÍ,Cédulas - 1a. família,50,2.286,00
2010,PIAUÍ,Cédulas - 1a. família,100,370
2010,RIO DE JANEIRO,Cédulas - 1a. família,2,60
2010,RIO DE JANEIRO,Cédulas - 1a. família,5,348
2010,RIO DE JANEIRO,Cédulas - em polímero,10,26
2010,RIO DE JANEIRO,Cédulas - 1a. família,10,3.428,00
2010,RIO DE JANEIRO,Cédulas - 1a. família,20,6.303,00
2010,RIO DE JANEIRO,Cédulas - 1a. família,50,16.741,00
2010,RIO DE JANEIRO,Cédulas - 1a. família,100,6.677,00
2010,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,7
2010,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,82
2010,RIO GRANDE DO NORTE,Cédulas - em polímero,10,1
2010,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,189
2010,RIO GRANDE DO NORTE,Cédulas - 1a. família,20,333
2010,RIO GRANDE DO NORTE,Cédulas - 1a. família,50,802
2010,RIO GRANDE DO NORTE,Cédulas - 1a. família,100,220
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,1,6
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,2,126
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,5,459
2010,RIO GRANDE DO SUL,Cédulas - em polímero,10,12
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,10,9.185,00
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,20,3.019,00
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,50,14.006,00
2010,RIO GRANDE DO SUL,Cédulas - 1a. família,100,4.726,00
2010,RIO GRANDE DO SUL,Cédulas - 2a. família,100,1
2010,RONDÔNIA,Cédulas - 1a. família,2,6
2010,RONDÔNIA,Cédulas - 1a. família,5,80
2010,RONDÔNIA,Cédulas - em polímero,10,1
2010,RONDÔNIA,Cédulas - 1a. família,10,272
2010,RONDÔNIA,Cédulas - 1a. família,20,63
2010,RONDÔNIA,Cédulas - 1a. família,50,8.348,00
2010,RONDÔNIA,Cédulas - 1a. família,100,222
2010,RORAIMA,Cédulas - 1a. família,10,2
2010,RORAIMA,Cédulas - 1a. família,20,1
2010,RORAIMA,Cédulas - 1a. família,50,22
2010,RORAIMA,Cédulas - 1a. família,100,8
2010,SANTA CATARINA,Cédulas - 1a. família,2,33
2010,SANTA CATARINA,Cédulas - 1a. família,5,134
2010,SANTA CATARINA,Cédulas - em polímero,10,7
2010,SANTA CATARINA,Cédulas - 1a. família,10,2.560,00
2010,SANTA CATARINA,Cédulas - 1a. família,20,1.240,00
2010,SANTA CATARINA,Cédulas - 1a. família,50,8.562,00
2010,SANTA CATARINA,Cédulas - 1a. família,100,9.410,00
2010,SÃO PAULO,Cédulas - 1a. família,1,1
2010,SÃO PAULO,Cédulas - 1a. família,2,305
2010,SÃO PAULO,Cédulas - 1a. família,5,1.641,00
2010,SÃO PAULO,Cédulas - em polímero,10,1.125,00
2010,SÃO PAULO,Cédulas - 1a. família,10,21.344,00
2010,SÃO PAULO,Cédulas - 1a. família,20,15.651,00
2010,SÃO PAULO,Cédulas - 1a. família,50,70.872,00
2010,SÃO PAULO,Cédulas - 1a. família,100,33.745,00
2010,SERGIPE,Cédulas - 1a. família,2,23
2010,SERGIPE,Cédulas - 1a. família,5,78
2010,SERGIPE,Cédulas - em polímero,10,2
2010,SERGIPE,Cédulas - 1a. família,10,89
2010,SERGIPE,Cédulas - 1a. família,20,162
2010,SERGIPE,Cédulas - 1a. família,50,911
2010,SERGIPE,Cédulas - 1a. família,100,296
2010,TOCANTINS,Cédulas - 1a. família,2,2
2010,TOCANTINS,Cédulas - 1a. família,5,224
2010,TOCANTINS,Cédulas - em polímero,10,1
2010,TOCANTINS,Cédulas - 1a. família,10,104
2010,TOCANTINS,Cédulas - 1a. família,20,150
2010,TOCANTINS,Cédulas - 1a. família,50,1.312,00
2010,TOCANTINS,Cédulas - 1a. família,100,115
2011,ACRE,Cédulas - 1a. família,2,2
2011,ACRE,Cédulas - 1a. família,5,5
2011,ACRE,Cédulas - 1a. família,10,27
2011,ACRE,Cédulas - 1a. família,20,42
2011,ACRE,Cédulas - 1a. família,50,146
2011,ACRE,Cédulas - 1a. família,100,70
2011,ALAGOAS,Cédulas - 1a. família,2,35
2011,ALAGOAS,Cédulas - 1a. família,5,71
2011,ALAGOAS,Cédulas - em polímero,10,14
2011,ALAGOAS,Cédulas - 1a. família,10,330
2011,ALAGOAS,Cédulas - 1a. família,20,163
2011,ALAGOAS,Cédulas - 1a. família,50,716
2011,ALAGOAS,Cédulas - 2a. família,50,90
2011,ALAGOAS,Cédulas - 1a. família,100,179
2011,ALAGOAS,Cédulas - 2a. família,100,52
2011,AMAPÁ,Cédulas - 1a. família,2,1
2011,AMAPÁ,Cédulas - 1a. família,5,6
2011,AMAPÁ,Cédulas - 1a. família,10,17
2011,AMAPÁ,Cédulas - 1a. família,20,16
2011,AMAPÁ,Cédulas - 1a. família,50,71
2011,AMAPÁ,Cédulas - 2a. família,50,20
2011,AMAPÁ,Cédulas - 1a. família,100,51
2011,AMAPÁ,Cédulas - 2a. família,100,375
2011,AMAZONAS,Cédulas - 1a. família,2,16
2011,AMAZONAS,Cédulas - 1a. família,5,15
2011,AMAZONAS,Cédulas - em polímero,10,3
2011,AMAZONAS,Cédulas - 1a. família,10,333
2011,AMAZONAS,Cédulas - 1a. família,20,161
2011,AMAZONAS,Cédulas - 1a. família,50,354
2011,AMAZONAS,Cédulas - 2a. família,50,99
2011,AMAZONAS,Cédulas - 1a. família,100,386
2011,AMAZONAS,Cédulas - 2a. família,100,16
2011,BAHIA,Cédulas - 1a. família,2,52
2011,BAHIA,Cédulas - 1a. família,5,283
2011,BAHIA,Cédulas - em polímero,10,43
2011,BAHIA,Cédulas - 1a. família,10,1.742,00
2011,BAHIA,Cédulas - 1a. família,20,1.798,00
2011,BAHIA,Cédulas - 1a. família,50,6.394,00
2011,BAHIA,Cédulas - 2a. família,50,816
2011,BAHIA,Cédulas - 1a. família,100,3.091,00
2011,BAHIA,Cédulas - 2a. família,100,1.064,00
2011,CEARÁ,Cédulas - 1a. família,2,14
2011,CEARÁ,Cédulas - 1a. família,5,65
2011,CEARÁ,Cédulas - em polímero,10,4
2011,CEARÁ,Cédulas - 1a. família,10,2.292,00
2011,CEARÁ,Cédulas - 1a. família,20,1.565,00
2011,CEARÁ,Cédulas - 1a. família,50,1.501,00
2011,CEARÁ,Cédulas - 2a. família,50,4.412,00
2011,CEARÁ,Cédulas - 1a. família,100,1.225,00
2011,CEARÁ,Cédulas - 2a. família,100,644
2011,DISTRITO FEDERAL,Cédulas - 1a. família,2,20
2011,DISTRITO FEDERAL,Cédulas - 1a. família,5,475
2011,DISTRITO FEDERAL,Cédulas - em polímero,10,7
2011,DISTRITO FEDERAL,Cédulas - 1a. família,10,785
2011,DISTRITO FEDERAL,Cédulas - 1a. família,20,1.574,00
2011,DISTRITO FEDERAL,Cédulas - 1a. família,50,4.052,00
2011,DISTRITO FEDERAL,Cédulas - 2a. família,50,831
2011,DISTRITO FEDERAL,Cédulas - 1a. família,100,2.657,00
2011,DISTRITO FEDERAL,Cédulas - 2a. família,100,461
2011,ESPÍRITO SANTO,Cédulas - 1a. família,2,15
2011,ESPÍRITO SANTO,Cédulas - 1a. família,5,41
2011,ESPÍRITO SANTO,Cédulas - em polímero,10,4
2011,ESPÍRITO SANTO,Cédulas - 1a. família,10,618
2011,ESPÍRITO SANTO,Cédulas - 1a. família,20,809
2011,ESPÍRITO SANTO,Cédulas - 1a. família,50,1.116,00
2011,ESPÍRITO SANTO,Cédulas - 2a. família,50,404
2011,ESPÍRITO SANTO,Cédulas - 1a. família,100,419
2011,ESPÍRITO SANTO,Cédulas - 2a. família,100,206
2011,GOIÁS,Cédulas - 1a. família,2,60
2011,GOIÁS,Cédulas - 1a. família,5,4.922,00
2011,GOIÁS,Cédulas - em polímero,10,4
2011,GOIÁS,Cédulas - 1a. família,10,1.230,00
2011,GOIÁS,Cédulas - 1a. família,20,2.613,00
2011,GOIÁS,Cédulas - 1a. família,50,10.638,00
2011,GOIÁS,Cédulas - 2a. família,50,890
2011,GOIÁS,Cédulas - 1a. família,100,1.966,00
2011,GOIÁS,Cédulas - 2a. família,100,1.153,00
2011,MARANHÃO,Cédulas - 1a. família,2,6
2011,MARANHÃO,Cédulas - 1a. família,5,153
2011,MARANHÃO,Cédulas - em polímero,10,1
2011,MARANHÃO,Cédulas - 1a. família,10,227
2011,MARANHÃO,Cédulas - 1a. família,20,300
2011,MARANHÃO,Cédulas - 1a. família,50,1.364,00
2011,MARANHÃO,Cédulas - 2a. família,50,470
2011,MARANHÃO,Cédulas - 1a. família,100,1.924,00
2011,MARANHÃO,Cédulas - 2a. família,100,1.053,00
2011,MATO GROSSO,Cédulas - 1a. família,2,7
2011,MATO GROSSO,Cédulas - 1a. família,5,95
2011,MATO GROSSO,Cédulas - em polímero,10,3
2011,MATO GROSSO,Cédulas - 1a. família,10,226
2011,MATO GROSSO,Cédulas - 1a. família,20,720
2011,MATO GROSSO,Cédulas - 1a. família,50,4.530,00
2011,MATO GROSSO,Cédulas - 2a. família,50,17
2011,MATO GROSSO,Cédulas - 1a. família,100,275
2011,MATO GROSSO,Cédulas - 2a. família,100,120
2011,MATO GROSSO DO SUL,Cédulas - 1a. família,2,7
2011,MATO GROSSO DO SUL,Cédulas - 1a. família,5,42
2011,MATO GROSSO DO SUL,Cédulas - 1a. família,10,139
2011,MATO GROSSO DO SUL,Cédulas - 1a. família,20,1.564,00
2011,MATO GROSSO DO SUL,Cédulas - 1a. família,50,9.274,00
2011,MATO GROSSO DO SUL,Cédulas - 2a. família,50,26
2011,MATO GROSSO DO SUL,Cédulas - 1a. família,100,316
2011,MATO GROSSO DO SUL,Cédulas - 2a. família,100,56
2011,MINAS GERAIS,Cédulas - 1a. família,2,153
2011,MINAS GERAIS,Cédulas - 1a. família,5,758
2011,MINAS GERAIS,Cédulas - em polímero,10,93
2011,MINAS GERAIS,Cédulas - 1a. família,10,2.429,00
2011,MINAS GERAIS,Cédulas - 1a. família,20,4.398,00
2011,MINAS GERAIS,Cédulas - 1a. família,50,14.501,00
2011,MINAS GERAIS,Cédulas - 2a. família,50,2.659,00
2011,MINAS GERAIS,Cédulas - 1a. família,100,11.751,00
2011,MINAS GERAIS,Cédulas - 2a. família,100,4.078,00
2011,PARÁ,Cédulas - 1a. família,2,6
2011,PARÁ,Cédulas - 1a. família,5,182
2011,PARÁ,Cédulas - em polímero,10,2
2011,PARÁ,Cédulas - 1a. família,10,702
2011,PARÁ,Cédulas - 1a. família,20,513
2011,PARÁ,Cédulas - 1a. família,50,1.140,00
2011,PARÁ,Cédulas - 2a. família,50,1.854,00
2011,PARÁ,Cédulas - 1a. família,100,1.324,00
2011,PARÁ,Cédulas - 2a. família,100,1.439,00
2011,PARAÍBA,Cédulas - 1a. família,2,5
2011,PARAÍBA,Cédulas - 1a. família,5,40
2011,PARAÍBA,Cédulas - 1a. família,10,144
2011,PARAÍBA,Cédulas - 1a. família,20,482
2011,PARAÍBA,Cédulas - 1a. família,50,1.428,00
2011,PARAÍBA,Cédulas - 2a. família,50,178
2011,PARAÍBA,Cédulas - 1a. família,100,478
2011,PARAÍBA,Cédulas - 2a. família,100,138
2011,PARANÁ,Cédulas - 1a. família,1,1
2011,PARANÁ,Cédulas - 1a. família,2,72
2011,PARANÁ,Cédulas - 1a. família,5,308
2011,PARANÁ,Cédulas - em polímero,10,20
2011,PARANÁ,Cédulas - 1a. família,10,1.068,00
2011,PARANÁ,Cédulas - 1a. família,20,4.486,00
2011,PARANÁ,Cédulas - 1a. família,50,13.147,00
2011,PARANÁ,Cédulas - 2a. família,50,299
2011,PARANÁ,Cédulas - 1a. família,100,7.083,00
2011,PARANÁ,Cédulas - 2a. família,100,2.501,00
2011,PERNAMBUCO,Cédulas - 1a. família,1,6
2011,PERNAMBUCO,Cédulas - 1a. família,2,44
2011,PERNAMBUCO,Cédulas - 1a. família,5,409
2011,PERNAMBUCO,Cédulas - em polímero,10,27
2011,PERNAMBUCO,Cédulas - 1a. família,10,1.425,00
2011,PERNAMBUCO,Cédulas - 1a. família,20,2.604,00
2011,PERNAMBUCO,Cédulas - 1a. família,50,5.511,00
2011,PERNAMBUCO,Cédulas - 2a. família,50,1.704,00
2011,PERNAMBUCO,Cédulas - 1a. família,100,3.342,00
2011,PERNAMBUCO,Cédulas - 2a. família,100,2.197,00
2011,PIAUÍ,Cédulas - 1a. família,2,10
2011,PIAUÍ,Cédulas - 1a. família,5,44
2011,PIAUÍ,Cédulas - em polímero,10,2
2011,PIAUÍ,Cédulas - 1a. família,10,970
2011,PIAUÍ,Cédulas - 1a. família,20,307
2011,PIAUÍ,Cédulas - 1a. família,50,2.484,00
2011,PIAUÍ,Cédulas - 2a. família,50,334
2011,PIAUÍ,Cédulas - 1a. família,100,1.284,00
2011,PIAUÍ,Cédulas - 2a. família,100,286
2011,RIO DE JANEIRO,Cédulas - 1a. família,2,34
2011,RIO DE JANEIRO,Cédulas - 1a. família,5,248
2011,RIO DE JANEIRO,Cédulas - em polímero,10,12
2011,RIO DE JANEIRO,Cédulas - 1a. família,10,2.499,00
2011,RIO DE JANEIRO,Cédulas - 1a. família,20,5.395,00
2011,RIO DE JANEIRO,Cédulas - 1a. família,50,10.079,00
2011,RIO DE JANEIRO,Cédulas - 2a. família,50,2.473,00
2011,RIO DE JANEIRO,Cédulas - 1a. família,100,5.209,00
2011,RIO DE JANEIRO,Cédulas - 2a. família,100,7.307,00
2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,8
2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,23
2011,RIO GRANDE DO NORTE,Cédulas - em polímero,10,4
2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,191
2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,20,179
2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,50,607
2011,RIO GRANDE DO NORTE,Cédulas - 2a. família,50,706
2011,RIO GRANDE DO NORTE,Cédulas - 1a. família,100,307
2011,RIO GRANDE DO NORTE,Cédulas - 2a. família,100,84
2011,RIO GRANDE DO SUL,Cédulas - 1a. família,2,79
2011,RIO GRANDE DO SUL,Cédulas - 1a. família,5,518
2011,RIO GRANDE DO SUL,Cédulas - em polímero,10,27
2011,RIO GRANDE DO SUL,Cédulas - 1a. família,10,6.016,00
2011,RIO GRANDE DO SUL,Cédulas - 1a. família,20,1.980,00
2011,RIO GRANDE DO SUL,Cédulas - 1a. família,50,10.143,00
2011,RIO GRANDE DO SUL,Cédulas - 2a. família,50,2.074,00
2011,RIO GRANDE DO SUL,Cédulas - 1a. família,100,6.629,00
2011,RIO GRANDE DO SUL,Cédulas - 2a. família,100,696
2011,RONDÔNIA,Cédulas - 1a. família,2,33
2011,RONDÔNIA,Cédulas - 1a. família,5,60
2011,RONDÔNIA,Cédulas - 1a. família,10,361
2011,RONDÔNIA,Cédulas - 1a. família,20,49
2011,RONDÔNIA,Cédulas - 1a. família,50,536
2011,RONDÔNIA,Cédulas - 2a. família,50,17
2011,RONDÔNIA,Cédulas - 1a. família,100,170
2011,RONDÔNIA,Cédulas - 2a. família,100,18
2011,RORAIMA,Cédulas - 1a. família,10,2
2011,RORAIMA,Cédulas - 1a. família,20,3
2011,RORAIMA,Cédulas - 1a. família,50,23
2011,RORAIMA,Cédulas - 2a. família,50,6
2011,RORAIMA,Cédulas - 1a. família,100,17
2011,SANTA CATARINA,Cédulas - 1a. família,2,27
2011,SANTA CATARINA,Cédulas - 1a. família,5,122
2011,SANTA CATARINA,Cédulas - em polímero,10,6
2011,SANTA CATARINA,Cédulas - 1a. família,10,907
2011,SANTA CATARINA,Cédulas - 1a. família,20,2.788,00
2011,SANTA CATARINA,Cédulas - 1a. família,50,9.271,00
2011,SANTA CATARINA,Cédulas - 2a. família,50,858
2011,SANTA CATARINA,Cédulas - 1a. família,100,5.123,00
2011,SANTA CATARINA,Cédulas - 2a. família,100,505
2011,SÃO PAULO,Cédulas - 1a. família,1,1
2011,SÃO PAULO,Cédulas - 1a. família,2,367
2011,SÃO PAULO,Cédulas - 1a. família,5,1.829,00
2011,SÃO PAULO,Cédulas - em polímero,10,646
2011,SÃO PAULO,Cédulas - 1a. família,10,11.381,00
2011,SÃO PAULO,Cédulas - 1a. família,20,13.443,00
2011,SÃO PAULO,Cédulas - 1a. família,50,46.081,00
2011,SÃO PAULO,Cédulas - 2a. família,50,9.475,00
2011,SÃO PAULO,Cédulas - 1a. família,100,32.836,00
2011,SÃO PAULO,Cédulas - 2a. família,100,35.376,00
2011,SERGIPE,Cédulas - 1a. família,2,31
2011,SERGIPE,Cédulas - 1a. família,5,62
2011,SERGIPE,Cédulas - em polímero,10,1
2011,SERGIPE,Cédulas - 1a. família,10,502
2011,SERGIPE,Cédulas - 1a. família,20,45
2011,SERGIPE,Cédulas - 1a. família,50,887
2011,SERGIPE,Cédulas - 2a. família,50,47
2011,SERGIPE,Cédulas - 1a. família,100,247
2011,SERGIPE,Cédulas - 2a. família,100,192
2011,TOCANTINS,Cédulas - 1a. família,2,5
2011,TOCANTINS,Cédulas - 1a. família,5,252
2011,TOCANTINS,Cédulas - 1a. família,10,64
2011,TOCANTINS,Cédulas - 1a. família,20,47
2011,TOCANTINS,Cédulas - 1a. família,50,356
2011,TOCANTINS,Cédulas - 2a. família,50,41
2011,TOCANTINS,Cédulas - 1a. família,100,179
2011,TOCANTINS,Cédulas - 2a. família,100,642
2012,ACRE,Cédulas - 1a. família,2,1
2012,ACRE,Cédulas - 1a. família,5,1
2012,ACRE,Cédulas - 1a. família,10,19
2012,ACRE,Cédulas - 1a. família,20,29
2012,ACRE,Cédulas - 2a. família,20,17
2012,ACRE,Cédulas - 1a. família,50,77
2012,ACRE,Cédulas - 2a. família,50,5
2012,ACRE,Cédulas - 1a. família,100,117
2012,ACRE,Cédulas - 2a. família,100,165
2012,ALAGOAS,Cédulas - 1a. família,2,2
2012,ALAGOAS,Cédulas - 1a. família,5,155
2012,ALAGOAS,Cédulas - 1a. família,10,889
2012,ALAGOAS,Cédulas - 2a. família,10,17
2012,ALAGOAS,Cédulas - 1a. família,20,192
2012,ALAGOAS,Cédulas - 2a. família,20,19
2012,ALAGOAS,Cédulas - 1a. família,50,314
2012,ALAGOAS,Cédulas - 2a. família,50,444
2012,ALAGOAS,Cédulas - 1a. família,100,712
2012,ALAGOAS,Cédulas - 2a. família,100,749
2012,AMAPÁ,Cédulas - 1a. família,2,2
2012,AMAPÁ,Cédulas - 1a. família,5,2
2012,AMAPÁ,Cédulas - 1a. família,10,8
2012,AMAPÁ,Cédulas - 1a. família,20,3
2012,AMAPÁ,Cédulas - 2a. família,20,4
2012,AMAPÁ,Cédulas - 1a. família,50,28
2012,AMAPÁ,Cédulas - 2a. família,50,10
2012,AMAPÁ,Cédulas - 1a. família,100,25
2012,AMAPÁ,Cédulas - 2a. família,100,92
2012,AMAZONAS,Cédulas - 1a. família,2,6
2012,AMAZONAS,Cédulas - 1a. família,5,17
2012,AMAZONAS,Cédulas - em polímero,10,3
2012,AMAZONAS,Cédulas - 1a. família,10,58
2012,AMAZONAS,Cédulas - 2a. família,10,3
2012,AMAZONAS,Cédulas - 1a. família,20,141
2012,AMAZONAS,Cédulas - 2a. família,20,7
2012,AMAZONAS,Cédulas - 1a. família,50,222
2012,AMAZONAS,Cédulas - 2a. família,50,602
2012,AMAZONAS,Cédulas - 1a. família,100,1.325,00
2012,AMAZONAS,Cédulas - 2a. família,100,275
2012,BAHIA,Cédulas - 1a. família,2,43
2012,BAHIA,Cédulas - 1a. família,5,220
2012,BAHIA,Cédulas - em polímero,10,20
2012,BAHIA,Cédulas - 1a. família,10,973
2012,BAHIA,Cédulas - 2a. família,10,58
2012,BAHIA,Cédulas - 1a. família,20,2.486,00
2012,BAHIA,Cédulas - 2a. família,20,31
2012,BAHIA,Cédulas - 1a. família,50,4.390,00
2012,BAHIA,Cédulas - 2a. família,50,4.128,00
2012,BAHIA,Cédulas - 1a. família,100,2.039,00
2012,BAHIA,Cédulas - 2a. família,100,9.837,00
2012,CEARÁ,Cédulas - 1a. família,2,28
2012,CEARÁ,Cédulas - 1a. família,5,54
2012,CEARÁ,Cédulas - em polímero,10,2
2012,CEARÁ,Cédulas - 1a. família,10,417
2012,CEARÁ,Cédulas - 2a. família,10,25
2012,CEARÁ,Cédulas - 1a. família,20,432
2012,CEARÁ,Cédulas - 2a. família,20,48
2012,CEARÁ,Cédulas - 1a. família,50,718
2012,CEARÁ,Cédulas - 2a. família,50,1.000,00
2012,CEARÁ,Cédulas - 1a. família,100,1.057,00
2012,CEARÁ,Cédulas - 2a. família,100,1.409,00
2012,DISTRITO FEDERAL,Cédulas - 1a. família,2,25
2012,DISTRITO FEDERAL,Cédulas - 1a. família,5,418
2012,DISTRITO FEDERAL,Cédulas - em polímero,10,7
2012,DISTRITO FEDERAL,Cédulas - 1a. família,10,681
2012,DISTRITO FEDERAL,Cédulas - 2a. família,10,5
2012,DISTRITO FEDERAL,Cédulas - 1a. família,20,3.269,00
2012,DISTRITO FEDERAL,Cédulas - 2a. família,20,61
2012,DISTRITO FEDERAL,Cédulas - 1a. família,50,5.852,00
2012,DISTRITO FEDERAL,Cédulas - 2a. família,50,671
2012,DISTRITO FEDERAL,Cédulas - 1a. família,100,5.684,00
2012,DISTRITO FEDERAL,Cédulas - 2a. família,100,1.505,00
2012,ESPÍRITO SANTO,Cédulas - 1a. família,2,11
2012,ESPÍRITO SANTO,Cédulas - 1a. família,5,49
2012,ESPÍRITO SANTO,Cédulas - em polímero,10,12
2012,ESPÍRITO SANTO,Cédulas - 1a. família,10,307
2012,ESPÍRITO SANTO,Cédulas - 1a. família,20,724
2012,ESPÍRITO SANTO,Cédulas - 2a. família,20,9
2012,ESPÍRITO SANTO,Cédulas - 1a. família,50,1.274,00
2012,ESPÍRITO SANTO,Cédulas - 2a. família,50,258
2012,ESPÍRITO SANTO,Cédulas - 1a. família,100,401
